tX4MmYclUK1eCiG1jvduYXWUnOHdRvhmvZFZ5OQH;61 = 0;5IBZvh5PgQrntMNEHRGIdCqPARTCDe2NXgepZmOb;OzvCWoZ8tTUOG6eIclVLDdNa9392rnbvlbImzcoV
7Z5Wa5gWUzPzbg7kJ5sx5oIgbIbZFA0Ka9mpSMlh;49 = 0;vt5TIm4VutAiGU9JVHkJl0icKKCLE5fyfPRnc2A7;Vfr1LL0XTSAqWkwuaBxHCvKmtYmfMMpOKHZy7sQL
Vfr1LL0XTSAqWkwuaBxHCvKmtYmfMMpOKHZy7sQL;0 = 0;!5;!5
vt5TIm4VutAiGU9JVHkJl0icKKCLE5fyfPRnc2A7;0 = 0;!2;!2
OzvCWoZ8tTUOG6eIclVLDdNa9392rnbvlbImzcoV;18 = 0;!0;7Z5Wa5gWUzPzbg7kJ5sx5oIgbIbZFA0Ka9mpSMlh
5IBZvh5PgQrntMNEHRGIdCqPARTCDe2NXgepZmOb;4 = 0;VEOO5VsfUp8LJPm9UqnUwUq6zvCyhRa4w2ZR9QWD;hSg4P5ohYlF6AtG9CzPQq6WOcKWo8o3GlD76wCb4
hSg4P5ohYlF6AtG9CzPQq6WOcKWo8o3GlD76wCb4;8 = 0;uGaHVOdrxUUXd8CEW9sqCXjCSF6TT7OaqYugjAC8;XlAm9xcfmiMvtmi9FC39G3tyw8iAOs0UOQ5nAtR0
XlAm9xcfmiMvtmi9FC39G3tyw8iAOs0UOQ5nAtR0;12 = 0;aXHLnV5wbSx0s2RcjqpryWLtQHyhN9hnM6H9CoMq;9vyuuKrAYZojt3VCcdp9BH5CysZdd9zaFhcYQpul
9vyuuKrAYZojt3VCcdp9BH5CysZdd9zaFhcYQpul;7 = 0;t6um8ENY1HCTsv0BkMC2CXoSNzJZag6akucVGmrL;r8dV6FaxeCaWyGMnwOIAds9qitGsXf24uL76RzvV
r8dV6FaxeCaWyGMnwOIAds9qitGsXf24uL76RzvV;18 = 0;B1ZVe4MocSMCelE2QhTbQZHFvoMjZaiN47BQ4szq;aOO1IqnlrLn87HHkFKOenHBKAMO7WBSGvwqUQqHh
aOO1IqnlrLn87HHkFKOenHBKAMO7WBSGvwqUQqHh;19 = 0;oyBzNdEQwu10sVFiofteypS7rSCIRHJAjaF9xAnC;hh73ZB68LMcR8584HpR2LJm4xCHiBCJYQ36l1TvD
hh73ZB68LMcR8584HpR2LJm4xCHiBCJYQ36l1TvD;21 = 0;gE6LBXbcAvGbeMSSsa1qoPTUpShDNsJJR1tY4Kto;TlzjIMrfKuUuxbArn91Oy5nlxu7uYckdBGJSQKQU
TlzjIMrfKuUuxbArn91Oy5nlxu7uYckdBGJSQKQU;0 = 0;!4;!4
gE6LBXbcAvGbeMSSsa1qoPTUpShDNsJJR1tY4Kto;0 = 0;!1;!1
oyBzNdEQwu10sVFiofteypS7rSCIRHJAjaF9xAnC;0 = 0;!4;!4
B1ZVe4MocSMCelE2QhTbQZHFvoMjZaiN47BQ4szq;21 = 0;!0;!2
t6um8ENY1HCTsv0BkMC2CXoSNzJZag6akucVGmrL;0 = 0;!0;!0
aXHLnV5wbSx0s2RcjqpryWLtQHyhN9hnM6H9CoMq;0 = 0;!5;!5
uGaHVOdrxUUXd8CEW9sqCXjCSF6TT7OaqYugjAC8;21 = 0;SQtYSok3WaYYEOK3twAlf218pmqX2hQHPJ3jez3v;08Vclrmb7TbzxXuIHCrlxB8DGyx5Fh0eKckMxqzy
08Vclrmb7TbzxXuIHCrlxB8DGyx5Fh0eKckMxqzy;18 = 0;vIrasetxLPzzLTEyddp5dmat7mkyg4T1zLHKmXMY;2w4eFyiFzEWJqCAbGu8WvjPtEbNJTHFpERIAuoQ7
2w4eFyiFzEWJqCAbGu8WvjPtEbNJTHFpERIAuoQ7;0 = 0;!2;!2
vIrasetxLPzzLTEyddp5dmat7mkyg4T1zLHKmXMY;0 = 0;!4;!4
SQtYSok3WaYYEOK3twAlf218pmqX2hQHPJ3jez3v;0 = 0;!4;!4
VEOO5VsfUp8LJPm9UqnUwUq6zvCyhRa4w2ZR9QWD;0 = 0;!0;!0
AVKuYDFRaPhm6LPUjwWXrAUEw25luII2jMaZjnpL;31 = 0;!3;tX4MmYclUK1eCiG1jvduYXWUnOHdRvhmvZFZ5OQH
HEYGa7VInHlbqW9QHxUmZwqER7iFZz2qhLyWgQQ9;4 = 0;CZsRly4rKl2QlTz7TaNtJdylcSgdhtFkuCX25PYN;zMLS5RDx9KVtPWEHCZJ8vFa3hmlpBJKojURJdIj1
5o0A3whjUQBmoiiKrdaSQI6Uruly7GXSjO96GILx;12 = 0;ZlSQpWwTM5KsZvfG3ThODBgMk8UqC4L9i7PGgJKn;hWqaX0ol283D046GnxX8N4fdipZ8oHaChO45hW4Y
hWqaX0ol283D046GnxX8N4fdipZ8oHaChO45hW4Y;0 = 0;!0;!0
ZlSQpWwTM5KsZvfG3ThODBgMk8UqC4L9i7PGgJKn;0 = 0;!1;!1
zMLS5RDx9KVtPWEHCZJ8vFa3hmlpBJKojURJdIj1;8 = 0;!3;5o0A3whjUQBmoiiKrdaSQI6Uruly7GXSjO96GILx
CZsRly4rKl2QlTz7TaNtJdylcSgdhtFkuCX25PYN;0 = 0;!1;!1
TxTeoM5VYi266RqQLCBvKElJm2P8ryavwRfwvbiV;11 = 0;!2;dgF9RsEhkRdXjm1PiFz9wLBOaKkQoVCNMM20M1IY
0;56 = 0;!5;ICu7egq6pp6SICPysO0760kKDheIqkERjzv134dQ
